                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    1800                                      841                  1.0000000000000000E+000                  1.0000000000000000E-003                  6.3524036462978954E+009                  1.1827376157670335E+004                  4.5360675869134075E+003                  3.0805191461762757E+002                  2.8458483846179959E+001                  1.8079344642224520E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9903044944066377E-001                  5.6362432759864079E-006                  7.4092779659921254E-004                  4.9485003875739212E-005                  1.2564619354175544E-004                  9.9358740304820392E-001                 -3.5253418531860304E-010                  4.7466626622340669E-001                  6.8679456600192524E-004                  5.1724851131809124E-001                  1.1291473201727698E-004                  3.2828955086814027E-004                  3.7223774094785747E-004                  1.2484047171525150E-004                  3.4956940965686661E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9358303948638793E-001                  2.8362950464762207E+001                  9.9358155017218830E-001                  2.8329628381117264E+001                  1.5249239011527405E+006                  2.6433582190167331E+003                  3.2253894746328842E+007                  3.0608815204751102E+002                  3.0608815199133153E+002                  5.3168270433924335E-008                  2.0905672235907993E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.0047010702877747E+017                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20260405" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 9.9358740304820392E-001                  2.8458483846179959E+001                  3.0805191461762757E+002                  6.3270492692329999E+003                 -7.6774379025259636E+000                  3.6566795197656687E+000                  2.0341545815914233E+012                  2.0803220032769378E+001                  1.7015359570061991E+008                  1.6496353587221291E+000                  3.9220210432135288E-001                  1.2457160585602338E+000                  1.5122873139598200E-004                  8.6897186330589449E-001                  6.3259815678417744E+003                  1.0677013912257225E+000                  1.2501055121135551E-001                  1.2501055121135551E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5433667508854598E-003                  3.4224876024740388E-027                  3.4224876024740380E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3692215168247388E-028                  0.0000000000000000E+000                 -4.9423712624559080E-001                  7.3758601502342147E-001                  1.0731347651040241E-003                  2.6033510211305133E-001                  1.7147458298727951E-004                  1.0058663221777447E-004                  5.6018537135023967E-004                  1.2564618982421048E-004                  4.7855322043631361E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0451959374993457E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9358740304770710E-001                  2.8458483832475302E+001                  3.0805191461762763E+002                  6.3270507384764978E+003                 -7.6774378142282478E+000                  3.6566795323730124E+000                  2.0341545944087556E+012                  2.0803219902897407E+001                  1.7015359498949504E+008                  1.6496353615692529E+000                  3.9220210560246294E-001                  1.2457160594157373E+000                  1.5122872512172839E-004                  8.6897186330589449E-001                  6.3259830369612928E+003                  1.0677015152049987E+000                  1.2501056621760978E-001                  1.2501056621760978E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5433681937389319E-003                  3.4224882984086733E-027                  3.4224882984086726E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3692217952446445E-028                  0.0000000000000000E+000                 -4.9423692133746294E-001                  7.3758601502342147E-001                  1.0731347651040241E-003                  2.6033510211305133E-001                  1.7147458298727951E-004                  1.0058663221777447E-004                  5.6018537135023967E-004                  1.2564618982421048E-004                  4.7855322043631361E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0451959170351657E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9358740304603810E-001                  2.8458483786436197E+001                  3.0805191461762814E+002                  6.3270533267674791E+003                 -7.6774376586787509E+000                  3.6566795545827322E+000                  2.0341546169884265E+012                  2.0803219674109123E+001                  1.7015359373674548E+008                  1.6496353665848444E+000                  3.9220210785933501E-001                  1.2457160609228417E+000                  1.5122871406864454E-004                  8.6897186330589449E-001                  6.3259856250338662E+003                  1.0677017336130599E+000                  1.2501066704071070E-001                  1.2501066704071070E-001                  0.0000000000000000E+000                  6.5986284066907935E-003                  3.5433707355422579E-003                  3.4224895244008925E-027                  3.4224895244008925E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3692222857226598E-028                  0.0000000000000000E+000                 -4.9423653592192929E-001                  7.3758601502342147E-001                  1.0731347651040241E-003                  2.6033510211305133E-001                  1.7147458298727951E-004                  1.0058663221777447E-004                  5.6018537135023967E-004                  1.2564618982421048E-004                  4.7855322043631361E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0451958809844566E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  7.5949818404138041E+000 
                 9.9358740304389193E-001                  2.8458483727227687E+001                  3.0805191461762860E+002                  6.3270562389239467E+003                 -7.6774374836658899E+000                  3.6566795795715064E+000                  2.0341546423934028E+012                  2.0803219416693217E+001                  1.7015359232723990E+008                  1.6496353722280361E+000                  3.9220211039860631E-001                  1.2457160626185375E+000                  1.5122870163243596E-004                  8.6897186330589449E-001                  6.3259885369445965E+003                  1.0677019793501050E+000                  1.2501079670402709E-001                  1.2501079670402709E-001                  0.0000000000000000E+000                  3.5042166755769953E-002                  3.5433735953978515E-003                  3.4224909037977626E-027                  3.4224909037977626E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3692228375726866E-028                  0.0000000000000000E+000                 -4.9423610228058990E-001                  7.3758601502342147E-001                  1.0731347651040241E-003                  2.6033510211305133E-001                  1.7147458298727951E-004                  1.0058663221777447E-004                  5.6018537135023967E-004                  1.2564618982421048E-004                  4.7855322043631361E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0451958404228030E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  8.3201191431818557E+000 
                 9.9358740304174553E-001                  2.8458483668019273E+001                  3.0805191461762922E+002                  6.3270603728170481E+003                 -7.6774372352300819E+000                  3.6566796150438363E+000                  2.0341546784565488E+012                  2.0803219051283854E+001                  1.7015359032640362E+008                  1.6496353802387254E+000                  3.9220211400317762E-001                  1.2457160650256487E+000                  1.5122868397872139E-004                  8.6897186330589449E-001                  6.3259926704888667E+003                  1.0677023281814593E+000                  1.2501092636749336E-001                  1.2501092636749336E-001                  0.0000000000000000E+000                  7.3847042183267764E-002                  3.5433776550542538E-003                  3.4224928618923807E-027                  3.4224928618923807E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3692236209401068E-028                  0.0000000000000000E+000                 -4.9423548671386119E-001                  7.3758601502342147E-001                  1.0731347651040241E-003                  2.6033510211305133E-001                  1.7147458298727951E-004                  1.0058663221777447E-004                  5.6018537135023967E-004                  1.2564618982421048E-004                  4.7855322043631361E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0451957828442840E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  8.6438613193858451E+000 
                 9.9358740303779836E-001                  2.8458483559131476E+001                  3.0805191461763019E+002                  6.3270657284467516E+003                 -7.6774369133715270E+000                  3.6566796609997594E+000                  2.0341547251778938E+012                  2.0803218577881637E+001                  1.7015358773423353E+008                  1.6496353906169090E+000                  3.9220211867305560E-001                  1.2457160681441979E+000                  1.5122866110733939E-004                  8.6897186330589449E-001                  6.3259980256666440E+003                  1.0677027801075949E+000                  1.2501116482671945E-001                  1.2501116482671945E-001                  0.0000000000000000E+000                  7.0946018724825408E-002                  3.5433829145190211E-003                  3.4224953986841699E-027                  3.4224953986841699E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3692246358246888E-028                  0.0000000000000000E+000                 -4.9423468922214492E-001                  7.3758601502342147E-001                  1.0731347651040241E-003                  2.6033510211305133E-001                  1.7147458298727951E-004                  1.0058663221777447E-004                  5.6018537135023967E-004                  1.2564618982421048E-004                  4.7855322043631361E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0451957082488605E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  8.6264562859919156E+000 
                 9.9358740303385118E-001                  2.8458483450243886E+001                  3.0805191461763121E+002                  6.3270745781379428E+003                 -7.6774363815302822E+000                  3.6566797369378219E+000                  2.0341548023807202E+012                  2.0803217795628832E+001                  1.7015358345090440E+008                  1.6496354077659097E+000                  3.9220212638961222E-001                  1.2457160732974077E+000                  1.5122862331383156E-004                  8.6897186330589449E-001                  6.3260068746110674E+003                  1.0677035268756252E+000                  1.2501140328646315E-001                  1.2501140328646315E-001                  0.0000000000000000E+000                  1.8813827656407853E-002                  3.5433916053319537E-003                  3.4224995905001380E-027                  3.4224995905001387E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3692263128284607E-028                  0.0000000000000000E+000                 -4.9423337143993162E-001                  7.3758601502342147E-001                  1.0731347651040241E-003                  2.6033510211305133E-001                  1.7147458298727951E-004                  1.0058663221777447E-004                  5.6018537135023967E-004                  1.2564618982421048E-004                  4.7855322043631361E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0451955849865300E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  8.0500054606575926E+000 
                 9.9358740302475368E-001                  2.8458483199277804E+001                  3.0805191461763354E+002                  6.3270869218908474E+003                 -7.6774356397075429E+000                  3.6566798428582428E+000                  2.0341549100652341E+012                  2.0803216704527770E+001                  1.7015357747639465E+008                  1.6496354316858008E+000                  3.9220213715286634E-001                  1.2457160804854142E+000                  1.5122857059721834E-004                  8.6897186330589449E-001                  6.3260192173223595E+003                  1.0677045684883233E+000                  1.2501195289463873E-001                  1.2501195289463873E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5434037275385512E-003                  3.4225054373369417E-027                  3.4225054373369424E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3692286519500845E-028                  0.0000000000000000E+000                 -4.9423153336958575E-001                  7.3758601502342147E-001                  1.0731347651040241E-003                  2.6033510211305133E-001                  1.7147458298727951E-004                  1.0058663221777447E-004                  5.6018537135023967E-004                  1.2564618982421048E-004                  4.7855322043631361E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0451954130570478E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9358740301565618E-001                  2.8458482948312234E+001                  3.0805191461763587E+002                  6.3271040604340706E+003                 -7.6774346097352737E+000                  3.6566799899225955E+000                  2.0341550595787778E+012                  2.0803215189606455E+001                  1.7015356918112817E+008                  1.6496354648971532E+000                  3.9220215209701831E-001                  1.2457160904658828E+000                  1.5122849740089654E-004                  8.6897186330589449E-001                  6.3260363544193615E+003                  1.0677060147087511E+000                  1.2501250250542698E-001                  1.2501250250542698E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5434205585840898E-003                  3.4225135553033248E-027                  3.4225135553033248E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3692318996738265E-028                  0.0000000000000000E+000                 -4.9422898132401683E-001                  7.3758601502342147E-001                  1.0731347651040239E-003                  2.6033510211305128E-001                  1.7147458298727948E-004                  1.0058663221777445E-004                  5.6018537135023956E-004                  1.2564618982421045E-004                  4.7855322043631347E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0451951743428161E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
